Date,ACWI,AGG,GOLD
2016/2/22,0.671791816,1.015911928,1.238608225
2016/2/23,0.662449254,1.018045178,1.231038149
2016/2/24,0.660273139,1.021270496,1.231262468
2016/2/25,0.658323138,1.018430761,1.240987387
2016/2/26,0.661379764,1.017257579,1.239716344
2016/2/29,0.663262029,1.018419832,1.235264755
2016/3/1,0.65805897,1.019335164,1.246086457
2016/3/2,0.646452053,1.023376403,1.254107098
2016/3/3,0.643468919,1.02270261,1.253043907
2016/3/4,0.64052466,1.019464471,1.24858674
2016/3/7,0.638162722,1.017895947,1.250914675
2016/3/8,0.627153458,1.022464314,1.252031848
2016/3/9,0.621135386,1.030222642,1.252726851
2016/3/10,0.616407554,1.031470598,1.257212891
2016/3/11,0.61456811,1.029530081,1.256144025
2016/3/14,0.617318159,1.029933911,1.252260979
2016/3/15,0.613330971,1.0332711,1.247459569
2016/3/16,0.607168864,1.031872133,1.252163996
2016/3/17,0.605234067,1.03218967,1.237958792
2016/3/18,0.607469587,1.033018901,1.238269042
2016/3/21,0.603279853,1.037728507,1.250948649
2016/3/22,0.60932464,1.031287289,1.244119221
2016/3/23,0.610115163,1.031185363,1.245703206
2016/3/24,0.603642004,1.0317957,1.253346695
2016/3/25,0.598256289,1.03182196,1.249727771
2016/3/28,0.592801571,1.03168364,1.27163966
2016/3/29,0.596649502,1.030497524,1.28674404
2016/3/30,0.589021232,1.028690357,1.288407387
2016/3/31,0.580049574,1.024307006,1.278513084
2016/4/1,0.576387352,1.029941359,1.277778691
2016/4/4,0.577651839,1.023457408,1.285382033
2016/4/5,0.57872029,1.021685126,1.284774858
2016/4/6,0.578699111,1.023067729,1.271232415
2016/4/7,0.578013561,1.027759483,1.277113877
2016/4/8,0.581605744,1.02879689,1.277534203
2016/4/11,0.585659723,1.029267765,1.289105788
2016/4/12,0.594199069,1.027721774,1.283173201
2016/4/13,0.602739962,1.029270466,1.285684034
2016/4/14,0.601332071,1.034949323,1.274667458
2016/4/15,0.600783103,1.033111836,1.276381067
2016/4/18,0.599830271,1.034711337,1.28261917
2016/4/19,0.604514707,1.0337326,1.274188944
2016/4/20,0.594040662,1.03750212,1.27481667
2016/4/21,0.603056938,1.042293153,1.289166852
2016/4/22,0.601928679,1.047423957,1.284904435
2016/4/25,0.59704478,1.047948637,1.289144015
2016/4/26,0.588217576,1.049738974,1.282128789
2016/4/27,0.593538096,1.052426445,1.299657101
2016/4/28,0.594958388,1.053239685,1.307977868
2016/4/29,0.594809547,1.055604378,1.309924211
2016/5/2,0.594185105,1.059173192,1.306266243
2016/5/3,0.586504817,1.060335696,1.307393177
2016/5/4,0.582646685,1.057818698,1.306007437
2016/5/5,0.581222915,1.057259935,1.311418184
2016/5/6,0.587724299,1.056593289,1.310731586
2016/5/9,0.589322748,1.062686453,1.3115542
2016/5/10,0.592549303,1.061844947,1.311069425
2016/5/11,0.598599831,1.063452755,1.300659337
2016/5/12,0.593405779,1.066215466,1.297291376
2016/5/13,0.583635256,1.065215525,1.307641159
2016/5/16,0.578165052,1.061877956,1.313835499
2016/5/17,0.579673897,1.060851458,1.311768562
2016/5/18,0.580466618,1.057969031,1.305549238
2016/5/19,0.590505791,1.061584636,1.294636711
2016/5/20,0.585072064,1.065526796,1.285498189
2016/5/23,0.587593942,1.066523031,1.294665339
2016/5/24,0.589295781,1.061837449,1.288906119
2016/5/25,0.581805788,1.063930609,1.293729601
2016/5/26,0.591213586,1.060028086,1.300757106
2016/5/27,0.582557807,1.063813581,1.311070363
2016/5/30,0.58298705,1.066422352,1.30880759
2016/5/31,0.580856177,1.067121597,1.312990378
2016/6/1,0.578106926,1.069075548,1.313103837
2016/6/2,0.578940595,1.070363027,1.313994511
2016/6/3,0.580422571,1.067773153,1.301228916
2016/6/6,0.582253813,1.068458711,1.295691713
2016/6/7,0.576023481,1.069658141,1.292951009
2016/6/8,0.573965358,1.074486886,1.305785095
2016/6/9,0.580427625,1.068003276,1.305275685
2016/6/10,0.56841985,1.067905417,1.300511226
2016/6/13,0.578475489,1.069473421,1.304951023
2016/6/14,0.582129853,1.070742752,1.306447061
2016/6/15,0.593427053,1.072544977,1.300217931
2016/6/16,0.592338465,1.074948473,1.283377392
2016/6/17,0.60671676,1.069695952,1.286136409
2016/6/20,0.595754278,1.070221055,1.296587993
2016/6/21,0.59821327,1.06146921,1.298376834
2016/6/22,0.606887741,1.058853377,1.296627629
2016/6/23,0.600840834,1.058755474,1.296203896
2016/6/24,0.603298245,1.059578615,1.29416358
2016/6/27,0.599916405,1.05911349,1.297556108
2016/6/28,0.600246589,1.058896569,1.288630602
2016/6/29,0.610665763,1.06007183,1.278392454
2016/6/30,0.614470401,1.055543805,1.283778196
2016/7/1,0.626945138,1.049354563,1.259104063
2016/7/4,0.625784289,1.048756698,1.259868701
2016/7/5,0.622810916,1.047219074,1.255167024
2016/7/6,0.622509062,1.047976502,1.256942201
2016/7/7,0.62373566,1.045582463,1.248389828
2016/7/8,0.641457858,1.042643527,1.243437668
2016/7/11,0.641623759,1.039358483,1.247008691
2016/7/12,0.636073864,1.039217422,1.253475055
2016/7/13,0.642277476,1.041197664,1.264469443
2016/7/14,0.637164862,1.039925205,1.257312092
2016/7/15,0.633092426,1.042394224,1.253346595
2016/7/18,0.630582274,1.040105592,1.247495951
2016/7/19,0.623666581,1.039688714,1.242319591
2016/7/20,0.617713975,1.043404587,1.24259271
2016/7/21,0.618979963,1.045872344,1.248508504
2016/7/22,0.620089738,1.047209334,1.254920175
2016/7/25,0.6314751,1.045841428,1.253418646
2016/7/26,0.636414213,1.04210526,1.248678931
2016/7/27,0.646494205,1.043812355,1.254690356
2016/7/28,0.652468884,1.04350694,1.248321484
2016/7/29,0.654279112,1.042273365,1.264572378
2016/8/1,0.662149977,1.040582837,1.264372105
2016/8/2,0.654390809,1.051881655,1.27436983
2016/8/3,0.653221586,1.047414705,1.260571927
2016/8/4,0.652032663,1.045334423,1.264941481
2016/8/5,0.658174826,1.042933091,1.261496102
2016/8/8,0.651676715,1.041418209,1.240146067
2016/8/9,0.655288706,1.046798423,1.24013758
2016/8/10,0.659904184,1.048255224,1.243430318
2016/8/11,0.659023596,1.04527347,1.250417913
2016/8/12,0.659280828,1.046445464,1.250657671
2016/8/15,0.658626763,1.049096267,1.244214934
2016/8/16,0.663156514,1.053168021,1.246487081
2016/8/17,0.668403955,1.050092374,1.250667182
2016/8/18,0.666825019,1.047613257,1.249612316
2016/8/19,0.667905698,1.047798542,1.246760942
2016/8/22,0.666832508,1.056176639,1.250994222
2016/8/23,0.667704092,1.05261873,1.24030793
2016/8/24,0.66179932,1.052645662,1.230991322
2016/8/25,0.660844041,1.054196242,1.235962093
2016/8/26,0.657201759,1.054708901,1.22685952
2016/8/29,0.660122155,1.052572317,1.227230263
2016/8/30,0.66955873,1.054376943,1.245161845
2016/8/31,0.677578866,1.054287535,1.249320428
2016/9/1,0.680603272,1.052404627,1.23825791
2016/9/2,0.67904413,1.056138714,1.233392032
2016/9/5,0.67252526,1.054917309,1.234425946
2016/9/6,0.679510842,1.052292697,1.246974261
2016/9/7,0.677477474,1.055875121,1.254121588
2016/9/8,0.670315747,1.05208122,1.264252383
2016/9/9,0.676286586,1.052316029,1.259316784
2016/9/12,0.672700441,1.053644689,1.263869531
2016/9/13,0.672574192,1.051858184,1.272311121
2016/9/14,0.676217207,1.054887383,1.274126093
2016/9/15,0.692632177,1.045487915,1.276433885
2016/9/16,0.687777559,1.047036455,1.276803211
2016/9/19,0.688015495,1.050711896,1.27236675
2016/9/20,0.680892748,1.049061298,1.267120559
2016/9/21,0.678189606,1.047355961,1.267400702
2016/9/22,0.674722344,1.049900022,1.270357091
2016/9/23,0.674425499,1.053400532,1.257970576
2016/9/26,0.684043624,1.052202491,1.256876796
2016/9/27,0.683167662,1.053066503,1.255147096
2016/9/28,0.674013696,1.05765081,1.267957811
2016/9/29,0.674966996,1.058975766,1.281349683
2016/9/30,0.664631846,1.059590491,1.281553779
2016/10/3,0.672881916,1.060251306,1.286650697
2016/10/4,0.674990931,1.057789197,1.276693466
2016/10/5,0.682246389,1.055378897,1.275053256
2016/10/6,0.675255089,1.058937706,1.262463321
2016/10/7,0.680741292,1.059756063,1.272663521
2016/10/10,0.677942974,1.060048618,1.265024949
2016/10/11,0.68033393,1.062566517,1.263846214
2016/10/12,0.667273471,1.064360311,1.27707892
2016/10/13,0.654875156,1.066620803,1.277301609
2016/10/14,0.657100149,1.062111867,1.279343601
2016/10/17,0.671352972,1.064520995,1.266865235
2016/10/18,0.673184279,1.062729358,1.27068512
2016/10/19,0.683312008,1.054941077,1.267698255
2016/10/20,0.692485016,1.056096182,1.266221154
2016/10/21,0.690023327,1.058594994,1.266173172
2016/10/24,0.687037541,1.058920521,1.252088083
2016/10/25,0.682790146,1.0632332,1.262360696
2016/10/26,0.679861499,1.061920378,1.250972976
2016/10/27,0.682284758,1.065859858,1.250904537
2016/10/28,0.678655235,1.067524652,1.244130534
2016/10/31,0.681950266,1.068600998,1.242171752
2016/11/1,0.682560898,1.068565688,1.226038688
2016/11/2,0.684999008,1.066288278,1.231461821
2016/11/3,0.686206971,1.062282577,1.237071393
2016/11/4,0.677587808,1.06979189,1.241591288
2016/11/7,0.671285056,1.068405848,1.247433621
2016/11/8,0.684269617,1.070598687,1.240321565
2016/11/9,0.679924592,1.074385562,1.240246085
2016/11/10,0.682721242,1.073558267,1.235155313
2016/11/11,0.679353018,1.078382544,1.219762441
2016/11/14,0.669398959,1.082652181,1.219040217
2016/11/15,0.677943994,1.078819863,1.220913331
2016/11/16,0.67914969,1.082956937,1.209238395
2016/11/17,0.679428726,1.082432216,1.219140979
2016/11/18,0.674386014,1.092042805,1.222014424
2016/11/21,0.673257433,1.090788801,1.219005424
2016/11/22,0.665587557,1.090088918,1.227705766
2016/11/23,0.658350743,1.090866912,1.241898065
2016/11/24,0.661654256,1.089492157,1.242850703
2016/11/25,0.664934503,1.089434779,1.248388696
2016/11/28,0.671944555,1.086962947,1.257333818
2016/11/29,0.679398322,1.084389359,1.252393567
2016/11/30,0.690620332,1.079569659,1.258235633
2016/12/1,0.697215234,1.077639873,1.262251919
2016/12/2,0.692396817,1.08043684,1.264380795
2016/12/5,0.683162975,1.077668231,1.251154872
2016/12/6,0.682984932,1.080944713,1.257582925
2016/12/7,0.679608143,1.07668601,1.25489159
2016/12/8,0.67554853,1.074524824,1.267363578
2016/12/9,0.682138406,1.073247637,1.270711118
2016/12/12,0.669417719,1.07154375,1.24653905
2016/12/13,0.670637596,1.068409804,1.242810728
2016/12/14,0.672791308,1.066765915,1.22913141
2016/12/15,0.669762132,1.065609732,1.224351335
2016/12/16,0.664790545,1.068449361,1.229255003
2016/12/19,0.671815522,1.065029299,1.226253728
2016/12/20,0.669074916,1.064790164,1.213648276
2016/12/21,0.665166703,1.067150213,1.222190295
2016/12/22,0.661037002,1.068386019,1.2158675
2016/12/23,0.661797122,1.07028339,1.227696949
2016/12/26,0.656369594,1.069201795,1.223653857
2016/12/27,0.656367319,1.071514069,1.223683138
2016/12/28,0.652169547,1.070382175,1.220829577
2016/12/29,0.65553276,1.067484214,1.237991774
2016/12/30,0.658638106,1.065376538,1.245137254
2017/1/2,0.661164656,1.062751214,1.237239183
2017/1/3,0.656981397,1.060067258,1.248498297
2017/1/4,0.655560746,1.060086079,1.251697665
2017/1/5,0.66700688,1.062029363,1.248411206
2017/1/6,0.67567905,1.058214147,1.260916463
2017/1/9,0.679954515,1.058933381,1.248891482
2017/1/10,0.691073636,1.054295664,1.258200861
2017/1/11,0.692305388,1.054027952,1.262837076
2017/1/12,0.688986465,1.049410703,1.254611752
2017/1/13,0.691661274,1.051158937,1.265264639
2017/1/16,0.690364209,1.05495846,1.272985002
2017/1/17,0.688340897,1.055255544,1.273648242
2017/1/18,0.693663737,1.057886559,1.275488633
2017/1/19,0.688326397,1.064190467,1.267019277
2017/1/20,0.694770629,1.066376481,1.279069213
2017/1/23,0.695734022,1.070068937,1.29081335
2017/1/24,0.702568325,1.069122835,1.289367348
2017/1/25,0.707680705,1.070407791,1.288022137
2017/1/26,0.709450508,1.065246035,1.275105593
2017/1/27,0.718280257,1.061412982,1.268872077
2017/1/30,0.726062036,1.055375857,1.262944055
2017/1/31,0.733898901,1.051799644,1.270730426
2017/2/1,0.73217524,1.050800051,1.266672583
2017/2/2,0.729584062,1.048437929,1.277829503
2017/2/3,0.721812138,1.049665081,1.279961103
2017/2/6,0.732446841,1.04661385,1.276167292
2017/2/7,0.733124965,1.047276248,1.267329993
2017/2/8,0.729497267,1.048329356,1.275759698
2017/2/9,0.730984848,1.04940802,1.274104095
2017/2/10,0.732168371,1.05047688,1.267631402
2017/2/13,0.74330409,1.04426483,1.254281369
2017/2/14,0.752732436,1.044741643,1.248924081
2017/2/15,0.751128679,1.045680195,1.24681099
2017/2/16,0.757133488,1.048439899,1.252236366
2017/2/17,0.763474791,1.050263186,1.252807125
2017/2/20,0.758856805,1.052110973,1.241257256
2017/2/21,0.75728344,1.050689343,1.237728319
2017/2/22,0.756870259,1.049011938,1.232319449
2017/2/23,0.765827466,1.045024792,1.226011385
2017/2/24,0.771493231,1.042401171,1.226102348
2017/2/27,0.772810883,1.034448377,1.218654769
2017/2/28,0.778816491,1.033625367,1.229588838
2017/3/1,0.773525732,1.029808655,1.232002881
2017/3/2,0.78369856,1.030566394,1.226689244
2017/3/3,0.771376093,1.033508586,1.211509992
2017/3/6,0.775672404,1.034085937,1.205098587
2017/3/7,0.776588302,1.040223004,1.204683232
2017/3/8,0.777049548,1.042192059,1.210047014
2017/3/9,0.766674333,1.04133346,1.220146626
2017/3/10,0.768814264,1.038870304,1.222723028
2017/3/13,0.766402349,1.035945098,1.21882619
2017/3/14,0.769260979,1.039511606,1.223500762
2017/3/15,0.775197622,1.033857882,1.201500462
2017/3/16,0.785369131,1.03203984,1.211857315
2017/3/17,0.78159171,1.033130927,1.207873345
2017/3/20,0.782739127,1.032754336,1.205637954
2017/3/21,0.799738826,1.034033819,1.20734369
2017/3/22,0.798486231,1.031870906,1.185190233
2017/3/23,0.800985024,1.029863938,1.178668192
2017/3/24,0.797670555,1.023611755,1.174900788
2017/3/27,0.806643993,1.025606364,1.17138179
2017/3/28,0.802789092,1.027819556,1.178331191
2017/3/29,0.80507947,1.02445206,1.171550622
2017/3/30,0.814996559,1.025863707,1.171171688
2017/3/31,0.825071518,1.026129087,1.172892491
2017/4/3,0.80686386,1.032144455,1.169690311
2017/4/4,0.811013036,1.024893238,1.16288782
2017/4/5,0.823243199,1.018839222,1.177353578
2017/4/6,0.820414942,1.017944682,1.184181517
2017/4/7,0.841302465,1.01516085,1.184381312
2017/4/10,0.83427925,1.016099286,1.192253886
2017/4/11,0.842031772,1.018221343,1.190331637
2017/4/12,0.845469102,1.016447752,1.198197553
2017/4/13,0.838909458,1.017163451,1.200244913
2017/4/14,0.850760042,1.016525416,1.202689593
2017/4/17,0.829990087,1.014460322,1.211821505
2017/4/18,0.8221332,1.009761035,1.210379456
2017/4/19,0.81950279,1.010149103,1.207656773
2017/4/20,0.81041382,1.01261486,1.199477986
2017/4/21,0.820993873,1.014343491,1.201014694
2017/4/24,0.821782706,1.015318243,1.191819643
2017/4/25,0.822215833,1.012766739,1.191820514
2017/4/26,0.840105129,1.010884036,1.196594408
2017/4/27,0.831272384,1.017858342,1.200136349
2017/4/28,0.826931399,1.022382519,1.204921644
2017/5/1,0.832208492,1.024013484,1.206395466
2017/5/2,0.849715811,1.018212255,1.200069294
2017/5/3,0.844856237,1.019899718,1.208909762
2017/5/4,0.845023741,1.017695682,1.204759582
2017/5/5,0.85108309,1.015841664,1.204461592
2017/5/8,0.839546427,1.014275915,1.19960589
2017/5/9,0.839012239,1.012609584,1.189335612
2017/5/10,0.845941152,1.00939019,1.179242358
2017/5/11,0.849721566,1.008482136,1.183097729
2017/5/12,0.846212579,1.007895387,1.181952006
2017/5/15,0.832917004,1.008198329,1.174337947
2017/5/16,0.825773187,1.008191906,1.182356447
2017/5/17,0.81220206,1.012296439,1.184075871
2017/5/18,0.817669086,1.014821773,1.192255841
2017/5/19,0.820850155,1.015211476,1.203083775
2017/5/22,0.813898177,1.011667954,1.210616176
2017/5/23,0.810317442,1.013754215,1.202884602
2017/5/24,0.803939,1.012193019,1.211666891
2017/5/25,0.803081962,1.015834484,1.207416435
2017/5/26,0.81030833,1.0179999,1.202866304
2017/5/29,0.806925785,1.016395949,1.213726309
2017/5/30,0.816496844,1.013473901,1.209861976
2017/5/31,0.822077618,1.01205372,1.205714681
2017/6/1,0.82694359,1.01826847,1.213143998
2017/6/2,0.824524038,1.018996015,1.225433686
2017/6/5,0.826869958,1.019582134,1.220364678
2017/6/6,0.829617791,1.018123732,1.215065037
2017/6/7,0.827675285,1.023045413,1.211361183
2017/6/8,0.822205032,1.026628244,1.206719711
2017/6/9,0.824391308,1.027010391,1.207217356
2017/6/12,0.821797217,1.023400653,1.196892783
2017/6/13,0.832035482,1.018191014,1.192722318
2017/6/14,0.828841708,1.011922285,1.185279954
2017/6/15,0.820921436,1.009455767,1.183935792
2017/6/16,0.820123273,1.010749346,1.18391452
2017/6/19,0.808108824,1.007614271,1.190682171
2017/6/20,0.804545697,1.007537834,1.20156186
2017/6/21,0.820735897,1.003204145,1.19721712
2017/6/22,0.825232863,0.996909197,1.196969141
2017/6/23,0.829212795,0.992618443,1.205553584
2017/6/26,0.81405328,0.991055543,1.206073647
2017/6/27,0.804175674,0.993878785,1.211893892
2017/6/28,0.794964745,0.9924752,1.199518212
2017/6/29,0.801871928,0.992775978,1.184685335
2017/6/30,0.804373134,0.987838777,1.182723812
2017/7/3,0.798063767,0.986991978,1.180009512
2017/7/4,0.798424632,0.994539663,1.175512926
2017/7/5,0.801118425,0.997840353,1.173682499
2017/7/6,0.798144187,0.992996599,1.175851055
2017/7/7,0.786666665,0.99486262,1.179555142
2017/7/10,0.787448989,0.994522324,1.183192464
2017/7/11,0.793293633,0.992685327,1.192004064
2017/7/12,0.788711691,0.990867591,1.198528198
2017/7/13,0.793525816,0.987972976,1.197031003
2017/7/14,0.794105016,0.989437213,1.19372168
2017/7/17,0.795975413,0.991751211,1.195322916
2017/7/18,0.797708253,0.993856745,1.207150369
2017/7/19,0.800165591,0.994609839,1.209271201
2017/7/20,0.800709276,0.991847768,1.206073353
2017/7/21,0.806132731,0.995148487,1.215211813
2017/7/24,0.810263775,0.997401864,1.217945865
2017/7/25,0.82049028,0.996244735,1.221690837
2017/7/26,0.816249163,0.99826191,1.226148972
2017/7/27,0.8238469,1.000320132,1.226396205
2017/7/28,0.819797555,1.002669957,1.240441047
2017/7/31,0.817222511,0.994743116,1.239926728
2017/8/1,0.814843034,0.995804076,1.248026137
2017/8/2,0.82905338,0.997232943,1.248638375
2017/8/3,0.822220348,0.998574284,1.253217749
2017/8/4,0.827423719,0.998512857,1.239716842
2017/8/7,0.813360445,0.998125927,1.233804538
2017/8/8,0.811128144,1.004216297,1.230533976
2017/8/9,0.813501273,1.003941361,1.224224769
2017/8/10,0.824317078,0.997900578,1.225239084
2017/8/11,0.814750344,0.996035172,1.226235612
2017/8/14,0.818075338,0.99939618,1.239466585
2017/8/15,0.806397681,1.001470631,1.241847145
2017/8/16,0.808568148,0.995662433,1.227678114
2017/8/17,0.792002121,0.996508369,1.229300526
2017/8/18,0.803839945,0.998502983,1.217829131
2017/8/21,0.802600603,1.001013791,1.226379091
2017/8/22,0.809353405,1.002433209,1.231165182
2017/8/23,0.813984727,1.005197503,1.224677324
2017/8/24,0.812594508,1.006544208,1.215446302
2017/8/25,0.818174298,1.002643931,1.21771466
2017/8/28,0.816866536,1.00164236,1.222161041
2017/8/29,0.82557466,0.999461561,1.217232169
2017/8/30,0.828442027,1.002406271,1.22369238
2017/8/31,0.824598272,1.004346386,1.214365187
2017/9/1,0.821489104,1.007437333,1.230544424
2017/9/4,0.82220221,1.010785306,1.237626487
2017/9/5,0.827691035,1.010885176,1.235527719
2017/9/6,0.845849931,1.01215217,1.252154423
2017/9/7,0.842677331,1.015278124,1.27414608
2017/9/8,0.847161806,1.015636259,1.263192237
2017/9/11,0.844772279,1.022580126,1.26179813
2017/9/12,0.838825033,1.021585116,1.260492664
2017/9/13,0.808307797,1.020044915,1.27797404
2017/9/14,0.810759846,1.019981192,1.275895495
2017/9/15,0.814235904,1.019012595,1.280804234
2017/9/18,0.826298966,1.01902178,1.274858973
2017/9/19,0.835212632,1.014630036,1.279009469
2017/9/20,0.839837749,1.016477464,1.276174607
2017/9/21,0.833733809,1.011154325,1.2714251
2017/9/22,0.835336811,1.010572015,1.2663534
2017/9/25,0.825325485,1.009622177,1.272584975
2017/9/26,0.827092736,1.009348391,1.273368326
2017/9/27,0.825350891,1.009036664,1.274616832
2017/9/28,0.813197049,1.007207284,1.267259273
2017/9/29,0.816822086,1.004445547,1.274853332
2017/10/2,0.810399963,1.006429644,1.263216971
2017/10/3,0.812554647,1.008263444,1.276469463
2017/10/4,0.805098448,1.007319754,1.280677091
2017/10/5,0.807001612,1.010694137,1.278021631
2017/10/6,0.80676098,1.012685784,1.302531502
2017/10/9,0.819350083,1.008755819,1.293076195
2017/10/10,0.816119582,1.011497705,1.280781053
2017/10/11,0.80302039,1.013209143,1.273540752
2017/10/12,0.794896021,1.017148058,1.282527251
2017/10/13,0.799945033,1.020326848,1.286768759
2017/10/16,0.790953957,1.020341902,1.289257917
2017/10/17,0.795501817,1.01997289,1.304429641
2017/10/18,0.810513201,1.022998095,1.304827275
2017/10/19,0.795637782,1.023844237,1.297718303
2017/10/20,0.786381951,1.023539326,1.305097882
2017/10/23,0.784911833,1.019739936,1.303526023
2017/10/24,0.78002836,1.025418033,1.301014863
2017/10/25,0.78737251,1.024606228,1.302268022
2017/10/26,0.795708699,1.018195985,1.283244391
2017/10/27,0.791482201,1.01937769,1.282884438
2017/10/30,0.79883525,1.017984036,1.282544851
2017/10/31,0.808532565,1.017555868,1.280019132
2017/11/1,0.823609106,1.017945856,1.287052793
2017/11/2,0.809532655,1.023341272,1.282531943
2017/11/3,0.805943823,1.021091672,1.295641321
2017/11/6,0.80955613,1.01680324,1.296987709
2017/11/7,0.819884343,1.018387793,1.308507606
2017/11/8,0.812721244,1.028713548,1.320640978
2017/11/9,0.816207319,1.024528949,1.316620187
2017/11/10,0.819848678,1.020897933,1.320583262
2017/11/13,0.834702408,1.019245097,1.324061282
2017/11/14,0.831446135,1.019794764,1.328607516
2017/11/15,0.851431427,1.016997341,1.334417637
2017/11/16,0.859551982,1.015008655,1.334268859
2017/11/17,0.862792577,1.017790534,1.332833927
2017/11/20,0.864695955,1.017024108,1.328020221
2017/11/21,0.869625826,1.014423561,1.326576798
2017/11/22,0.886928216,1.013636012,1.317028692
2017/11/23,0.8838737,1.017804253,1.307056215
2017/11/24,0.890270134,1.019965375,1.309462589
2017/11/27,0.876223903,1.023421253,1.316724996
2017/11/28,0.874941544,1.025426777,1.326895433
2017/11/29,0.872631442,1.026209385,1.329930138
2017/11/30,0.877285498,1.02557893,1.343004723
2017/12/1,0.863091261,1.026259924,1.34324171
2017/12/4,0.857456867,1.022107673,1.35477369
2017/12/5,0.856164918,1.023975658,1.34100337
2017/12/6,0.841716469,1.023363686,1.334954061
2017/12/7,0.839906224,1.02002574,1.33763821
2017/12/8,0.839353143,1.024544166,1.3542809
2017/12/11,0.841092913,1.024578617,1.351886131
2017/12/12,0.83178014,1.025950617,1.368953186
2017/12/13,0.846442966,1.024734843,1.36259618
2017/12/14,0.843153555,1.02153736,1.370664661
2017/12/15,0.835162929,1.022569191,1.365913488
2017/12/18,0.830732374,1.020743989,1.372534521
2017/12/19,0.818240603,1.023877488,1.363449116
2017/12/20,0.815656794,1.023018047,1.375038743
2017/12/21,0.812738683,1.027873233,1.391294298
2017/12/22,0.815409534,1.03170609,1.393862327
2017/12/25,0.812702577,1.032616231,1.391894608
2017/12/26,0.818436281,1.02656376,1.383435203
2017/12/27,0.822377582,1.025059308,1.389170289
2017/12/28,0.82529295,1.022676842,1.390856746
2017/12/29,0.840511773,1.020647128,1.379580018
2018/1/1,0.844064057,1.020626291,1.380603035
2018/1/2,0.85818223,1.018752368,1.367885597
2018/1/3,0.855027667,1.021966442,1.359725206
2018/1/4,0.851330187,1.019910176,1.362536322
2018/1/5,0.869008849,1.020413525,1.363412571
2018/1/8,0.865861294,1.022850089,1.359478251
2018/1/9,0.872164578,1.025297621,1.36042592
2018/1/10,0.866115879,1.035299672,1.363105961
2018/1/11,0.869829665,1.040740689,1.371860818
2018/1/12,0.880066569,1.035715017,1.371503302
2018/1/15,0.877680898,1.034887172,1.377160817
2018/1/16,0.882035996,1.038610056,1.383135749
2018/1/17,0.897023367,1.037117503,1.386786401
2018/1/18,0.898338361,1.040335584,1.390433609
2018/1/19,0.89337593,1.03900953,1.402530947
2018/1/22,0.902493409,1.043363816,1.409019974
2018/1/23,0.90691662,1.041069454,1.400796005
2018/1/24,0.899060146,1.045193813,1.396206996
2018/1/25,0.901922855,1.041183762,1.403719519
2018/1/26,0.912242133,1.037228007,1.396321478
2018/1/29,0.896769239,1.036615521,1.40047582
2018/1/30,0.878258554,1.043532557,1.405871755
2018/1/31,0.894629082,1.047957911,1.399256886
2018/2/1,0.898009151,1.047030452,1.395723253
2018/2/2,0.894422455,1.043306961,1.39441917
2018/2/5,0.90297945,1.045473633,1.40040081
2018/2/6,0.89607902,1.044391253,1.392917983
2018/2/7,0.886114879,1.040598662,1.404078587
2018/2/8,0.873349091,1.0358974,1.398423084
2018/2/9,0.887575915,1.037350717,1.403056448
2018/2/12,0.881721447,1.036056714,1.412885771
2018/2/13,0.870570525,1.035993014,1.407127396
2018/2/14,0.878799203,1.031822326,1.415243684
2018/2/15,0.872714569,1.033842618,1.415785419
2018/2/16,0.889519905,1.026951376,1.426107771
2018/2/19,0.900416406,1.022927034,1.424924725
2018/2/20,0.911241149,1.019154361,1.42376673
2018/2/21,0.91163904,1.023273704,1.398097874
2018/2/22,0.902703506,1.021829515,1.400154058
2018/2/23,0.899219383,1.021863026,1.406992844
2018/2/26,0.91534181,1.019470027,1.40194748
2018/2/27,0.910002019,1.018470502,1.393041695
2018/2/28,0.909204469,1.021275172,1.400876105
2018/3/1,0.899339553,1.022393209,1.388520207
2018/3/2,0.899035304,1.019282337,1.397056179
2018/3/5,0.893778263,1.021801304,1.380143151
2018/3/6,0.897118637,1.019546706,1.378569673
2018/3/7,0.899092582,1.017145036,1.386677524
2018/3/8,0.893038197,1.013974139,1.395381662
2018/3/9,0.883479577,1.014630703,1.394546653
2018/3/12,0.879177991,1.015412396,1.402441601
2018/3/13,0.897800191,1.018457325,1.394483191
2018/3/14,0.885477863,1.020453443,1.397661804
2018/3/15,0.890753235,1.015849437,1.400847489
2018/3/16,0.912096792,1.012619059,1.389902354
2018/3/19,0.922547111,1.007172034,1.400041879
2018/3/20,0.930932147,1.003615708,1.410807424
2018/3/21,0.928251561,1.003697555,1.419519646
2018/3/22,0.937311112,0.999408061,1.410252112
2018/3/23,0.932519895,0.994411786,1.407837959
2018/3/26,0.932777896,0.993650066,1.418761535
2018/3/27,0.914987992,0.996739248,1.428119104
2018/3/28,0.911890329,1.00015731,1.428624708
2018/3/29,0.902421275,0.999523938,1.408286339
2018/3/30,0.910466047,0.998853301,1.422407196
2018/4/2,0.901287014,0.999563631,1.418482573
2018/4/3,0.90648289,0.997177071,1.428767559
2018/4/4,0.898721871,0.993749999,1.443520313
2018/4/5,0.8943557,0.997768914,1.430780415
2018/4/6,0.906160444,0.995463673,1.432495835
2018/4/9,0.891214592,0.99729306,1.426427389
2018/4/10,0.900325365,0.999118071,1.41539182
2018/4/11,0.886556044,0.99567131,1.418723338
2018/4/12,0.881277741,0.997898141,1.420109519
